gvkey,conm,fyear,ni,at,rect,invt,dpc,oancf
1023,ForFarmers,2011,3037.43,82431.75,13332.11,8826.91,4702.69,7696.41
1023,ForFarmers,2012,114.95,78657.46,4897.18,7119.38,4702.35,5567.32
1023,ForFarmers,2013,427.53,85969.95,13101.89,6538.88,4147.06,5088.39
1023,ForFarmers,2014,4313.64,90303.55,12230.84,3296.67,4861.36,8173.04
1023,ForFarmers,2015,7569.67,102991.37,16912.9,13185.17,4463.84,11897.88
1023,ForFarmers,2016,1212.17,101917.73,11364.79,18944.05,2144.19,-1148.84
1023,ForFarmers,2017,6444.85,99565.38,27997.02,6025.67,3799.64,8468.3
1023,ForFarmers,2018,11439.45,95881.87,14596.61,1256.15,4733.95,19051.88
1023,ForFarmers,2019,4927.59,100154.01,10410.01,5347.18,3600.97,10282.64
1023,ForFarmers,2020,4977.71,102407.2,12365.88,11926.19,5130.84,9724.56
1023,ForFarmers,2021,4182.51,99975.38,16736.52,4649.73,4049.62,7366.46
1023,ForFarmers,2022,171.22,94202.49,15000.32,537.3,3519.8,3781.94
1023,ForFarmers,2023,6434.82,94532.5,15447.46,17503.59,2989.89,6857.65
1024,Avantium NV,1995,1175.23,23822.95,4205.37,4511.92,521.94,994.04
1024,Avantium NV,1996,1550.45,25948.5,6134.82,3745.9,1041.52,1816.75
1024,Avantium NV,1997,1330.35,27629.22,5193.89,2083.98,1201.55,2286.93
1024,Avantium NV,1998,652.81,27807.55,8163.68,1940.31,1525.65,1485.77
1024,Avantium NV,1999,1463.93,26649.1,3900.69,3391.41,1562.49,1983.42
1024,Avantium NV,2000,-365.68,24539.54,1792.51,4022.94,,-130.26
1024,Avantium NV,2001,2581.26,26241.03,3087.49,3069.87,1181.96,3068.44
1024,Avantium NV,2002,1919.17,26738.15,3461.44,2594.95,1039.03,2852.88
1024,Avantium NV,2003,1233.87,23855.39,5673.97,2498.91,1157.55,2207.64
1024,Avantium NV,2004,-6.14,24653.35,2130.36,1931.76,1162.32,1478.18
1024,Avantium NV,2005,780.75,24538.4,1358.47,1199.32,900.2,2787.55
1024,Avantium NV,2006,793.79,26779.94,3749.71,2232.35,770.94,1673.99
1024,Avantium NV,2007,-178.99,28821.71,1692.24,2232.0,1682.96,2273.2
1024,Avantium NV,2008,-392.87,29676.4,5623.82,449.7,746.77,595.31
1024,Avantium NV,2009,1836.38,28222.72,5392.73,4120.72,584.92,1849.38
1024,Avantium NV,2010,2711.7,31077.38,4974.46,2659.74,900.12,3256.22
1024,Avantium NV,2011,1086.87,31683.73,5174.01,4088.51,1286.85,2612.58
1024,Avantium NV,2012,893.02,34778.4,216.09,4369.82,2013.51,3197.78
1024,Avantium NV,2013,2482.19,33837.28,7106.87,6289.17,1274.34,3317.31
1024,Avantium NV,2014,2453.06,37569.0,4669.79,4627.03,1120.03,2461.56
1024,Avantium NV,2015,1121.63,41020.52,5907.0,1026.07,1069.18,2151.3
1024,Avantium NV,2016,4043.93,43266.45,3424.66,5489.14,,6032.48
1024,Avantium NV,2017,2766.96,42632.91,1012.95,5966.22,957.48,4692.59
1024,Avantium NV,2018,-419.05,40859.24,9972.78,5112.59,1474.21,-876.81
1024,Avantium NV,2019,990.66,42239.16,11043.45,4281.43,2399.95,2466.76
1024,Avantium NV,2020,3411.76,44812.78,7663.0,463.16,1249.91,4427.58
1024,Avantium NV,2021,684.75,43921.26,10933.79,4087.09,1041.5,1182.36
1024,Avantium NV,2022,1020.17,45746.99,12662.87,5200.05,2720.95,2300.04
1024,Avantium NV,2023,457.54,43207.78,9523.8,3609.9,1379.13,768.54
1025,CM.com NV,1995,-2420.06,54143.05,37.65,2384.54,1699.09,792.31
1025,CM.com NV,1996,969.78,54604.27,2189.42,2734.77,2889.31,5424.3
1025,CM.com NV,1997,-813.3,55320.07,9315.48,5841.15,2270.9,-280.74
1025,CM.com NV,1998,1258.06,58590.42,10606.67,1877.02,2319.1,2743.42
1025,CM.com NV,1999,3247.26,62063.53,8407.01,3993.88,2416.4,5227.04
1025,CM.com NV,2000,-686.18,66285.71,18571.98,3023.44,1432.52,709.86
1025,CM.com NV,2001,2788.51,72312.77,923.51,7547.94,4017.86,9584.84
1025,CM.com NV,2002,1926.92,77973.12,11516.28,1913.33,3324.04,4438.0
1025,CM.com NV,2003,3495.74,73717.12,3313.06,2383.76,4028.92,9723.83
1025,CM.com NV,2004,1894.53,78160.28,6162.7,7932.0,4345.85,3982.13
1025,CM.com NV,2005,423.69,86180.47,2127.99,4156.29,2386.95,5063.48
1025,CM.com NV,2006,7245.56,94272.7,16666.49,11345.3,,10589.95
1025,CM.com NV,2007,1791.27,99014.97,10082.85,2536.24,2158.46,8212.73
1025,CM.com NV,2008,1125.1,99229.14,17358.64,12734.28,2378.85,2707.29
1025,CM.com NV,2009,5464.02,103108.28,12187.84,15724.03,2303.45,7334.96
1025,CM.com NV,2010,1880.36,108525.24,19488.74,1646.65,5435.52,7597.63
1025,CM.com NV,2011,1177.06,112962.67,18626.3,12317.68,3315.41,3623.7
1025,CM.com NV,2012,9903.23,118169.7,14111.42,11434.86,4286.0,12610.39
1025,CM.com NV,2013,14793.23,128257.32,952.89,28161.29,4882.71,
1025,CM.com NV,2014,7322.19,141199.18,12788.67,13688.85,6200.72,15467.2
1025,CM.com NV,2015,10353.68,139717.9,9487.02,8165.09,5003.6,16099.05
1025,CM.com NV,2016,2455.68,142569.7,17664.52,2855.12,6741.27,11689.48
1025,CM.com NV,2017,1048.67,148431.47,22335.62,39519.98,,4233.32
1025,CM.com NV,2018,-3664.23,153436.19,25888.38,10139.57,7748.31,5618.95
1025,CM.com NV,2019,4767.15,157382.85,44698.32,18398.22,8356.82,5031.53
1025,CM.com NV,2020,8025.57,177469.13,5294.45,28711.52,5121.91,
1025,CM.com NV,2021,5147.28,193391.96,44928.9,26941.74,6675.88,9827.53
1025,CM.com NV,2022,7406.28,214601.73,20493.67,28325.59,9177.25,11658.3
1025,CM.com NV,2023,1565.52,214260.76,22519.91,5239.07,9169.53,15302.64
